spp,x,y
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.090788,8.020685
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
Astyanax fasciatus,-75.094149,8.009803
